cell_index,source.ip,source.port,destination.ip,destination.port,network.protocol,network.transport,Argus.transaction.state,count_z_score
0,10.40.170.2,*,*,*,*,*,*,[3.477838527698241]
1,10.40.182.1,*,*,*,*,*,*,[2.947500768254273]
2,10.40.182.3,*,*,*,*,*,*,[3.5095970693922776]
3,10.40.85.1,*,*,*,*,*,*,[3.365333816742881]
4,10.40.85.30,*,*,*,*,*,*,[2.901256033955994]
5,149.171.126.0,*,*,*,*,*,*,[10]
6,149.171.126.1,*,*,*,*,*,*,[10]
7,149.171.126.11,*,*,*,*,*,*,[10]
8,149.171.126.12,*,*,*,*,*,*,[0.959403223600247]
9,149.171.126.15,*,*,*,*,*,*,[0.42482940002457936]
10,149.171.126.18,*,*,*,*,*,*,[10]
11,149.171.126.19,*,*,*,*,*,*,[0.959403223600247]
12,149.171.126.2,*,*,*,*,*,*,[10]
13,149.171.126.3,*,*,*,*,*,*,[10]
14,149.171.126.4,*,*,*,*,*,*,[10]
15,149.171.126.5,*,*,*,*,*,*,[10]
16,149.171.126.6,*,*,*,*,*,*,[10]
17,149.171.126.7,*,*,*,*,*,*,[10]
18,149.171.126.8,*,*,*,*,*,*,[10]
19,149.171.126.9,*,*,*,*,*,*,[10]
20,175.45.176.0,*,*,*,*,*,*,[2.6111295494353155]
21,175.45.176.1,*,*,*,*,*,*,[10]
22,175.45.176.2,*,*,*,*,*,*,[0.38401611138748964]
23,175.45.176.3,*,*,*,*,*,*,[3.621029840805633]
24,59.166.0.0,*,*,*,*,*,*,[0.31116206860591783]
25,59.166.0.1,*,*,*,*,*,*,[0.9125973860118892]
26,59.166.0.2,*,*,*,*,*,*,[1.3724701687909246]
27,59.166.0.3,*,*,*,*,*,*,[1.774781036755856]
28,59.166.0.4,*,*,*,*,*,*,[0.6252880083220372]
29,59.166.0.5,*,*,*,*,*,*,[0.808963285346935]
30,59.166.0.6,*,*,*,*,*,*,[1.1806526903430548]
31,59.166.0.7,*,*,*,*,*,*,[0.7180486955942709]
32,59.166.0.8,*,*,*,*,*,*,[1.2760677312630244]
33,59.166.0.9,*,*,*,*,*,*,[2.052178140751868]
